v1	I(R2)
4.399999999999951e+000	1.530021e-011
4.409999999999950e+000	1.531049e-011
4.419999999999950e+000	1.532078e-011
4.429999999999950e+000	1.533104e-011
4.439999999999950e+000	1.534136e-011
4.449999999999950e+000	1.535165e-011
4.459999999999949e+000	1.536193e-011
4.469999999999949e+000	1.537222e-011
4.479999999999949e+000	1.538249e-011
4.489999999999949e+000	1.539281e-011
4.499999999999949e+000	1.540307e-011
4.509999999999948e+000	1.541336e-011
4.519999999999948e+000	1.542365e-011
4.529999999999948e+000	1.543393e-011
4.539999999999948e+000	1.544422e-011
4.549999999999947e+000	1.545452e-011
4.559999999999947e+000	1.546479e-011
4.569999999999947e+000	1.547507e-011
4.579999999999947e+000	1.548537e-011
4.589999999999947e+000	1.549564e-011
4.599999999999946e+000	1.550594e-011
4.609999999999946e+000	1.551621e-011
4.619999999999946e+000	1.552650e-011
4.629999999999946e+000	1.553680e-011
4.639999999999946e+000	1.554708e-011
4.649999999999945e+000	1.555513e-011
4.659999999999945e+000	1.556542e-011
4.669999999999945e+000	1.557572e-011
4.679999999999945e+000	1.558600e-011
4.689999999999944e+000	1.559627e-011
4.699999999999944e+000	1.560656e-011
4.709999999999944e+000	1.561684e-011
4.719999999999944e+000	1.562713e-011
4.729999999999944e+000	1.563741e-011
4.739999999999943e+000	1.564770e-011
4.749999999999943e+000	1.565796e-011
4.759999999999943e+000	1.566827e-011
4.769999999999943e+000	1.567853e-011
4.779999999999943e+000	1.568882e-011
4.789999999999942e+000	1.569910e-011
4.799999999999942e+000	1.570937e-011
4.809999999999942e+000	1.571967e-011
4.819999999999942e+000	1.572994e-011
4.829999999999942e+000	1.574023e-011
4.839999999999941e+000	1.575051e-011
4.849999999999941e+000	1.576078e-011
4.859999999999941e+000	1.577107e-011
4.869999999999941e+000	1.578135e-011
4.879999999999940e+000	1.579164e-011
4.889999999999940e+000	1.580192e-011
4.899999999999940e+000	1.581219e-011
4.909999999999940e+000	1.582247e-011
4.919999999999940e+000	1.583276e-011
4.929999999999939e+000	1.584079e-011
4.939999999999939e+000	1.585109e-011
4.949999999999939e+000	1.586136e-011
4.959999999999939e+000	1.587164e-011
4.969999999999939e+000	1.588193e-011
4.979999999999938e+000	1.589219e-011
4.989999999999938e+000	1.590248e-011
5.000000000000000e+000	1.591275e-011
